"","Plot","Quad","Type","Num","Species","Confidence","Dead.Stump","SA.Height_cm","SA.BD_cm","SA.Stems","DBH_cm","X_cm","Y_cm","Notes","iNum","Point","dbh","Basal.Area","Dead","Live","Topkill","gCrown","Survival","Epicormic","Apical","NPoints","bSprout","Year"
"1281","PPW1320","D1","TR",4738.1,"FRACAL",1,NA,NA,NA,NA,1.73,145,59,NA,4738,0.100000000000364,1.73,2.35061816323222,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1282","PPW1320","D1","TR",4738.2,"FRACAL",1,NA,NA,NA,NA,1.61,145,59,NA,4738,0.199999999999818,1.61,2.03583057934253,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1283","PPW1320","D1","TS",4738.3,"FRACAL",1,NA,217,1.75,10,NA,145,59,NA,4738,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1325","PPW1321","B4","TR",2387.1,"QUEAGR",1,NA,NA,NA,NA,12.65,228,25,"Point 1? Damaged",2387,0.099999999999909,12.65,125.681377602268,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1431","PPW1322","B1","TR",2495.1,"BACPIL",1,NA,NA,NA,NA,1.52,490,198,NA,2495,0.099999999999909,1.52,1.81458391671346,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1432","PPW1322","B1","TR",2495.2,"BACPIL",1,NA,NA,NA,NA,1.89,490,198,NA,2495,0.199999999999818,1.89,2.80552077947202,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1433","PPW1322","B1","TR",2495.3,"BACPIL",1,NA,NA,NA,NA,1.6,490,198,NA,2495,0.300000000000182,1.6,2.01061929829747,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1434","PPW1322","B1","TR",2495.4,"BACPIL",1,NA,NA,NA,NA,1.3,490,198,NA,2495,0.400000000000091,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1435","PPW1322","B1","TR",2495.5,"BACPIL",1,NA,NA,NA,NA,1.53,490,198,NA,2495,0.5,1.53,1.83853856069709,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1436","PPW1322","B1","TR",2495.6,"BACPIL",1,NA,NA,NA,NA,1.84,490,198,NA,2495,0.599999999999909,1.84,2.6590440219984,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1437","PPW1322","B1","TR",2495.7,"BACPIL",1,NA,NA,NA,NA,1.78,490,198,NA,2495,0.699999999999818,1.78,2.48845554090848,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1438","PPW1322","B1","TR",2495.8,"BACPIL",1,NA,NA,NA,NA,1.39,490,198,NA,2495,0.800000000000182,1.39,1.51746779150021,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1439","PPW1322","B1","TS",2495.9,"BACPIL",1,NA,206,1.4,5,NA,490,198,NA,2495,0.900000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1443","PPW1322","C2","TR",2497.1,"QUEDOU",0,NA,NA,NA,NA,32.25,430,377,NA,2497,0.099999999999909,32.25,816.863177318559,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1452","PPW1323","A1","TR",1909.1,"QUEAGR",1,NA,NA,NA,NA,23,358,157,NA,1909,0.099999999999909,23,415.47562843725,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1458","PPW1323","C2","TR",1964.1,"QUEAGR",1,NA,NA,NA,NA,32.8,286,62,NA,1964,0.099999999999909,32.8,844.962760109511,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1459","PPW1323","C2","TR",1964.2,"QUEAGR",1,NA,NA,NA,NA,24.8,286,62,NA,1964,0.200000000000045,24.8,483.051286415967,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1467","PPW1324","A3","TR",2722.1,"ARBMEN",1,NA,NA,NA,NA,26.4,155,283,NA,2722,0.099999999999909,26.4,547.391103961485,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1477","PPW1324","D4","TR",2731.1,"QUEAGR",1,NA,NA,NA,NA,11.85,437,278,NA,2731,0.099999999999909,11.85,110.287573599678,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1489","PPW1325","A2","TR",3942.1,"QUEAGR",1,NA,NA,NA,NA,20.4,197,459,NA,3942,0.099999999999909,20.4,326.851299679482,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1492","PPW1325","A3","TR",3951.1,"ARCMAN",1,NA,NA,NA,NA,12.85,59,333,NA,3951,0.099999999999909,12.85,129.686908235595,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1494","PPW1325","A4","TR",3952.1,"QUEDOU",0,NA,NA,NA,NA,27.9,255,343,"changed from Quegar to match future years -mkqc2022",3952,0.099999999999909,27.9,611.361784370208,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1498","PPW1325","B3","TR",4003.1,"ARCMAN",1,NA,NA,NA,NA,11.5,308,391,"DBH AT 135 ",4003,0.099999999999909,11.5,103.868907109313,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1505","PPW1325","C2","TR",4009.1,"QUEGAR",0,NA,NA,NA,NA,10.3,450,253,NA,4009,0.099999999999909,10.3,83.3228911548353,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1725","PPW1327","A1","TR",4350.1,"HETARB",1,NA,NA,NA,NA,1.28,33,12,NA,4350,0.100000000000364,1.28,1.28679635091038,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1726","PPW1327","A1","TR",4350.2,"HETARB",1,NA,NA,NA,NA,1.4,33,12,NA,4350,0.199999999999818,1.4,1.539380400259,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1727","PPW1327","A1","TS",4350.3,"HETARB",1,NA,210,1.32,3,NA,33,12,NA,4350,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1740","PPW1327","A1","TR",4354.1,"QUEAGR",1,NA,NA,NA,NA,63.5,334,403,NA,4354,0.100000000000364,63.5,3166.92174435936,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1748","PPW1327","A2","TR",4370.1,"ARBMEN",1,NA,NA,NA,NA,20.4,4,381,NA,4370,0.100000000000364,20.4,326.851299679482,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1751","PPW1327","A2","TR",4374.1,"HETARB",1,NA,NA,NA,NA,3.39,325,442,NA,4374,0.100000000000364,3.39,9.02587423357981,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1752","PPW1327","A2","TR",4374.2,"HETARB",1,NA,NA,NA,NA,1.67,325,442,NA,4374,0.199999999999818,1.67,2.19039693789914,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1753","PPW1327","A2","TR",4374.3,"HETARB",1,NA,NA,NA,NA,1.73,325,442,NA,4374,0.300000000000182,1.73,2.35061816323222,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1754","PPW1327","A2","TR",4374.4,"HETARB",1,NA,NA,NA,NA,1.59,325,442,NA,4374,0.399999999999636,1.59,1.98556509688509,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1757","PPW1327","A2","TR",4379.1,"HETARB",1,NA,NA,NA,NA,1.95,303,115,NA,4379,0.100000000000364,1.95,2.9864765163188,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1758","PPW1327","A2","TR",4379.2,"HETARB",1,NA,NA,NA,NA,1.26,303,115,NA,4379,0.199999999999818,1.26,1.24689812420979,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1759","PPW1327","A2","TS",4379.3,"HETARB",1,NA,200,1.79,5,NA,303,115,NA,4379,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1765","PPW1327","A3","TR",4382.1,"HETARB",1,NA,NA,NA,NA,1.03,6,388,NA,4382,0.100000000000364,1.03,0.833228911548353,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1766","PPW1327","A3","TS",4382.2,"HETARB",1,NA,198,0.89,1,NA,6,388,NA,4382,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1782","PPW1327","B4","TS",4393.1,"HETARB",1,NA,219,1.33,10,NA,288,20,NA,4393,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1789","PPW1327","B2","TR",4406.1,"HETARB",1,NA,NA,NA,NA,1.04,39,354,NA,4406,0.100000000000364,1.04,0.84948665353068,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1790","PPW1327","B2","TR",4406.2,"HETARB",1,NA,NA,NA,NA,1.08,39,354,NA,4406,0.199999999999818,1.08,0.916088417786784,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1791","PPW1327","B2","TS",4406.3,"HETARB",1,NA,71,0.56,1,NA,39,354,NA,4406,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1812","PPW1327","C2","TS",4426.1,"HETARB",1,NA,239,1.92,2,NA,249,212,NA,4426,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1817","PPW1327","C3","TS",4429.1,"HETARB",1,NA,94,0.77,3,NA,409,10,NA,4429,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1827","PPW1327","C3","TR",4398.1,"HETARB",1,NA,NA,NA,NA,4.76,24,230,NA,4398,0.100000000000364,4.76,17.795237426994,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1828","PPW1327","C3","TR",4398.2,"HETARB",1,NA,NA,NA,NA,3.35,24,230,NA,4398,0.199999999999818,3.35,8.81413088872786,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1829","PPW1327","C3","TR",4398.3,"HETARB",1,NA,NA,NA,NA,2.31,24,230,NA,4398,0.300000000000182,2.31,4.19096313970512,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1830","PPW1327","C3","TR",4398.4,"HETARB",1,NA,NA,NA,NA,1.1,24,230,NA,4398,0.399999999999636,1.1,0.950331777710913,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1831","PPW1327","C3","TS",4398.5,"HETARB",1,NA,212,1.78,7,NA,24,230,NA,4398,0.5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1833","PPW1327","C3","TR",4437.1,"HETARB",1,NA,NA,NA,NA,1.12,384,395,NA,4437,0.100000000000364,1.12,0.985203456165759,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1834","PPW1327","C3","TR",4437.2,"HETARB",1,NA,NA,NA,NA,1.01,384,395,NA,4437,0.199999999999818,1.01,0.801184666481737,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1835","PPW1327","C3","TS",4437.3,"HETARB",1,NA,187,1.8,6,NA,384,105,NA,4437,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1843","PPW1327","C4","TR",4441.1,"QUEAGR",1,NA,NA,NA,NA,11.8,402,496,NA,4441,0.100000000000364,11.8,109.358840271461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1851","PPW1327","D4","TR",4445.1,"QUEAGR",1,NA,NA,NA,NA,2.48,99,161,NA,4445,0.100000000000364,2.48,4.83051286415967,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1852","PPW1327","D4","TR",4445.2,"QUEAGR",1,NA,NA,NA,NA,1.46,99,161,NA,4445,0.199999999999818,1.46,1.674154725098,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1860","PPW1327","D3","TR",4458.1,"QUEAGR",1,NA,NA,NA,NA,1.68,73,432,NA,4458,0.100000000000364,1.68,2.21670777637296,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1861","PPW1327","D3","TS",4458.2,"QUEAGR",1,NA,124,1.21,1,NA,73,432,NA,4458,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1863","PPW1327","D3","TR",4448.1,"QUEBER",0,NA,NA,NA,NA,1.27,494,452,NA,4448,0.100000000000364,1.27,1.26676869774374,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1864","PPW1327","D3","TS",4448.2,"QUEBER",0,NA,156,1.15,9,NA,494,452,NA,4448,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1875","PPW1327","D3","TR",4465.1,"QUEAGR",1,NA,NA,NA,NA,1.63,344,156,NA,4465,0.100000000000364,1.63,2.08672438033068,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1887","PPW1327","D2","TR",4479.1,"QUEBER",0,NA,NA,NA,NA,2.08,373,7,NA,4479,0.100000000000364,2.08,3.39794661412272,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1888","PPW1327","D2","TR",4479.2,"QUEBER",0,NA,NA,NA,NA,1.85,373,7,NA,4479,0.199999999999818,1.85,2.68802521422777,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1889","PPW1327","D2","TS",4479.3,"QUEBER",0,NA,221,1.24,1,NA,373,7,"INPUTED 1, MISSING BRANCH NUMBER",4479,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1895","PPW1327","D2","TR",4476.1,"QUEBEGA",0,NA,NA,NA,NA,1.76,455,346,"CHANGED TO QUEBEGA FROM QUEAGKE MKQC2023",4476,0.100000000000364,1.76,2.43284935093994,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1912","PPW1327","D1","TR",4496.1,"QUEWIS",1,NA,NA,NA,NA,3.83,414,58,"CHANGED FROM QUEAGRI TO MATCH MK ID IN THE FUTURE YEARS ",4496,0.100000000000364,3.83,11.5209271190608,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1952","PPW1328","A2","TR",4678.1,"QUEAGR",1,NA,NA,NA,NA,47,299,286,"INPUTED DBH, MISSED; 20130602 MFO",4678,0.100000000000364,47,1734.94454294496,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1953","PPW1328","A2","TS",4678.2,"QUEAGR",1,NA,61,0.73,5,NA,299,286,NA,4678,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1961","PPW1328","A2","TS",4749.1,"QUEAGR",1,NA,84,0.47,5,NA,318,422,NA,4749,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2007","PPW1328","A4","TS",4797.1,"QUEAGR",1,NA,51,8.3,1,NA,354,295,NA,4797,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2016","PPW1328","B4","TR",4831.1,"ARBMEN",1,NA,NA,NA,NA,1.32,260,126,NA,4831,0.100000000000364,1.32,1.36847775990371,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2017","PPW1328","B4","TR",4831.2,"ARBMEN",1,NA,NA,NA,NA,1.39,260,126,NA,4831,0.199999999999818,1.39,1.51746779150021,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2082","PPW1328","B1","TR",4865.2,"FRACAL",1,NA,NA,NA,NA,1.5,52,197,NA,4865,0.199999999999818,1.5,1.76714586764426,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2083","PPW1328","B1","TS",4865.1,"FRACAL",1,NA,79,0.43,6,NA,52,197,NA,4865,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2090","PPW1328","C1","TR",4877.1,"QUEAGR",1,NA,NA,NA,NA,2.94,238,197,NA,4877,0.100000000000364,2.94,6.78866756514218,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2124","PPW1328","C3","TR",4910.1,"FRACAL",1,NA,NA,NA,NA,1.96,102,407,NA,4910,0.100000000000364,1.96,3.01718558450764,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2125","PPW1328","C3","TR",4910.2,"FRACAL",1,NA,NA,NA,NA,1.78,102,407,NA,4910,0.199999999999818,1.78,2.48845554090848,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2126","PPW1328","C3","TR",4910.3,"FRACAL",1,NA,NA,NA,NA,2.03,102,407,NA,4910,0.300000000000182,2.03,3.23654729154454,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2127","PPW1328","C3","TR",4910.4,"FRACAL",1,NA,NA,NA,NA,1.56,102,407,NA,4910,0.399999999999636,1.56,1.91134497044403,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2128","PPW1328","C3","TR",4910.5,"FRACAL",1,NA,NA,NA,NA,1.19,102,407,NA,4910,0.5,1.19,1.11220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2129","PPW1328","C3","TR",4910.6,"FRACAL",1,NA,NA,NA,NA,1.85,102,407,NA,4910,0.600000000000364,1.85,2.68802521422777,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2152","PPW1328","C4","SA",4955.1,"FRACAL",1,NA,155,0.63,2,NA,162,22,NA,4955,0.100000000000364,0.63,0.311724531052447,NA,1,NA,1,NA,NA,NA,2,NA,2013
"2179","PPW1328","D1","TR",4960.1,"FRACAL",1,NA,NA,NA,NA,1.48,195,411,NA,4960,0.100000000000364,1.48,1.72033613710577,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2180","PPW1328","D1","TR",4960.2,"FRACAL",1,NA,NA,NA,NA,2.15,195,411,NA,4960,0.199999999999818,2.15,3.6305030103047,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2181","PPW1328","D1","TS",4960.3,"FRACAL",1,NA,127,1.22,4,NA,195,411,NA,4960,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2201","PPW1328","D2","TR",4971.1,"UMBCAL",1,NA,NA,NA,NA,1.24,167,470,NA,4971,0.100000000000364,1.24,1.20762821603992,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2202","PPW1328","D2","TS",4971.2,"UMBCAL",1,NA,209,2.07,1,NA,167,470,NA,4971,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2211","PPW1328","D4","TR",5043.1,"ARBMEN",1,NA,NA,NA,NA,1.11,157,316,NA,5043,0.100000000000364,1.11,0.967689077121996,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2212","PPW1328","D4","TR",5043.2,"ARBMEN",1,NA,NA,NA,NA,1.98,157,316,NA,5043,0.199999999999818,1.98,3.07907495978336,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2213","PPW1328","D4","TR",5043.3,"ARBMEN",1,NA,NA,NA,NA,1.06,157,316,NA,5043,0.300000000000182,1.06,0.882473376393373,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2283","PPW1328","D3","TR",5009.1,"UMBCAL",1,NA,NA,NA,NA,1.3,359,117,NA,5009,0.100000000000364,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2284","PPW1328","D3","TR",5009.2,"UMBCAL",1,NA,NA,NA,NA,1.45,359,117,NA,5009,0.199999999999818,1.45,1.65129963854314,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2285","PPW1328","D3","TR",5009.3,"UMBCAL",1,NA,NA,NA,NA,1.89,359,117,NA,5009,0.300000000000182,1.89,2.80552077947202,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2286","PPW1328","D3","TS",5009.4,"UMBCAL",1,NA,90,0.66,2,NA,359,117,NA,5009,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2293","PPW1329","A1","TR",2881.1,"QUEAGR",1,NA,NA,NA,NA,15.6,486,469,NA,2881,0.099999999999909,15.6,191.134497044403,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2294","PPW1329","A1","TR",2881.2,"QUEAGR",1,NA,NA,NA,NA,21.7,486,469,NA,2881,0.199999999999818,21.7,369.836141162224,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2295","PPW1329","A1","TR",2881.3,"QUEAGR",1,NA,NA,NA,NA,18.3,486,469,NA,2881,0.300000000000182,18.3,263.021990940171,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2298","PPW1329","A4","TR",2883.1,"QUEAGR",1,NA,NA,NA,NA,24,82,49,NA,2883,0.099999999999909,24,452.38934211693,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2299","PPW1329","A4","TR",2883.2,"QUEAGR",1,NA,NA,NA,NA,19,82,49,"WAS HETARB BEFORE AUG SP",2883,0.199999999999818,19,283.528736986479,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2301","PPW1329","A4","TR",2884.1,"HETARB",1,NA,NA,NA,NA,11.1,82,72,NA,2884,0.099999999999909,11.1,96.7689077121996,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2302","PPW1329","A4","TR",2884.2,"HETARB",1,NA,NA,NA,NA,7.8,82,72,NA,2884,0.199999999999818,7.8,47.7836242611007,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2305","PPW1329","B3","TR",2886.1,"QUEAGR",1,NA,NA,NA,NA,19.9,129,110,NA,2886,0.099999999999909,19.9,311.025526687023,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2307","PPW1329","B2","TR",2888.1,"QUEAGR",1,NA,NA,NA,NA,33,262,436,NA,2888,0.099999999999909,33,855.298599939821,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2310","PPW1329","C2","TR",2889.1,"QUEAGR",1,NA,NA,NA,NA,24.8,381,326,NA,2889,0.099999999999909,24.8,483.051286415967,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2318","PPW1329","D4","TR",2895.1,"QUEAGR",1,NA,NA,NA,NA,29.4,460,422,NA,2895,0.099999999999909,29.4,678.866756514218,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2320","PPW1329","D3","TR",2897.1,"QUEAGR",1,NA,NA,NA,NA,31.5,452,125,NA,2897,0.099999999999909,31.5,779.311327631118,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2323","PPW1329","D1","TR",2898.1,"QUEAGR",1,NA,NA,NA,NA,20.6,139,222,NA,2898,0.099999999999909,20.6,333.291564619341,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2342","PPW1330","A1","TR",3459.1,"UMBCAL",1,NA,NA,NA,NA,1.68,351,469,NA,3459,0.099999999999909,1.68,2.21670777637296,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2348","PPW1330","A1","TR",3415.1,"AMOCAL",0,NA,NA,NA,NA,1.14,76,459,NA,3415,0.099999999999909,1.14,1.02070345315132,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2349","PPW1330","A1","TS",3415.2,"AMOCAL",0,NA,167,1.68,2,NA,76,459,NA,3415,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2359","PPW1330","A1","SA",3467.1,"AMOCAL",0,NA,200,1.3,3,NA,481,371,NA,3467,0.099999999999909,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,3,NA,2013
"2385","PPW1330","A2","TR",3490.1,"HETARB",1,NA,NA,NA,NA,1.42,200,500,NA,3490,0.099999999999909,1.42,1.58367685667461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2386","PPW1330","A2","TR",3490.2,"HETARB",1,NA,NA,NA,NA,2.21,200,500,NA,3490,0.199999999999818,2.21,3.83596316984948,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2387","PPW1330","A2","TR",3490.3,"HETARB",1,NA,NA,NA,NA,3.13,200,500,NA,3490,0.300000000000182,3.13,7.69446726698846,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2388","PPW1330","A2","TR",3490.4,"HETARB",1,NA,NA,NA,NA,1.28,200,500,NA,3490,0.400000000000091,1.28,1.28679635091038,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2393","PPW1330","A2","TR",3438.1,"HETARB",1,NA,NA,NA,NA,2.73,372,445,NA,3438,0.099999999999909,2.73,5.85349397198484,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2394","PPW1330","A2","TR",3438.2,"HETARB",1,NA,NA,NA,NA,1.01,372,445,NA,3438,0.199999999999818,1.01,0.801184666481737,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2395","PPW1330","A2","TR",3438.3,"HETARB",1,NA,NA,NA,NA,1.25,372,445,NA,3438,0.300000000000182,1.25,1.22718463030851,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2398","PPW1330","A3","TR",3489.1,"HETARB",1,NA,NA,NA,NA,1.52,193,11,NA,3489,0.099999999999909,1.52,1.81458391671346,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2399","PPW1330","A3","TR",3489.2,"HETARB",1,NA,NA,NA,NA,2.07,193,11,NA,3489,0.199999999999818,2.07,3.36535259034173,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2400","PPW1330","A3","TR",3489.3,"HETARB",1,NA,NA,NA,NA,4.3,193,11,NA,3489,0.300000000000182,4.3,14.5220120412188,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2401","PPW1330","A3","TR",3489.4,"HETARB",1,NA,NA,NA,NA,1.37,193,11,NA,3489,0.400000000000091,1.37,1.47411381288067,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2404","PPW1330","A3","TS",3452.1,"HETARB",1,NA,112,0.49,2,NA,140,35,NA,3452,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2406","PPW1330","A3","TR",3487.1,"UMBCAL",1,NA,NA,NA,NA,2.99,134,5,NA,3487,0.099999999999909,2.99,7.02153812058953,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2407","PPW1330","A3","TR",3487.2,"UMBCAL",1,NA,NA,NA,NA,2.41,134,5,NA,3487,0.199999999999818,2.41,4.56167107282872,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2408","PPW1330","A3","TR",3487.3,"UMBCAL",1,NA,NA,NA,NA,1.93,134,5,NA,3487,0.300000000000182,1.93,2.92552961883916,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2427","PPW1330","A3","SA",3716.1,"HETARB",1,NA,190,0.63,2,NA,231,435,NA,3716,0.099999999999909,0.63,0.311724531052447,NA,1,NA,1,NA,NA,NA,2,NA,2013
"2429","PPW1330","A3","TR",3717.1,"HETARB",1,NA,NA,NA,NA,1.51,218,463,NA,3717,0.099999999999909,1.51,1.79078635236252,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2456","PPW1330","A4","TS",3761.1,"AMOCAL",0,NA,200,1.23,10,NA,110,353,NA,3761,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2466","PPW1330","A4","SA",3732.1,"AMOCAL",0,NA,200,1.85,3,NA,459,490,NA,3732,0.099999999999909,1.85,2.68802521422777,NA,1,NA,1,NA,NA,NA,3,NA,2013
"2468","PPW1330","B4","TR",3788.1,"HETARB",1,NA,NA,NA,NA,1.63,40,460,NA,3788,0.099999999999909,1.63,2.08672438033068,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2469","PPW1330","B4","TR",3788.2,"HETARB",1,NA,NA,NA,NA,2.67,40,460,NA,3788,0.199999999999818,2.67,5.59902496704407,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2470","PPW1330","B4","TR",3788.3,"HETARB",1,NA,NA,NA,NA,1.43,40,460,NA,3788,0.300000000000182,1.43,1.60606070433144,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2471","PPW1330","B4","TR",3788.4,"HETARB",1,NA,NA,NA,NA,1.2,40,460,NA,3788,0.400000000000091,1.2,1.13097335529233,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2473","PPW1330","B4","TR",3788.6,"HETARB",1,NA,NA,NA,NA,2.21,40,460,NA,3788,0.599999999999909,2.21,3.83596316984948,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2474","PPW1330","B4","TR",3788.7,"HETARB",1,NA,NA,NA,NA,2.55,40,460,NA,3788,0.699999999999818,2.55,5.10705155749191,NA,1,NA,1,NA,NA,NA,1,NA,2013
