"","Plot","Quad","Type","Num","Species","Confidence","Dead.Stump","SA.Height_cm","SA.BD_cm","SA.Stems","DBH_cm","X_cm","Y_cm","Notes","iNum","Point","dbh","Basal.Area","Dead","Live","Topkill","gCrown","Survival","Epicormic","Apical","NPoints","bSprout","Year"
"3054","PPW1332","C1","TR",2612.1,"AESCAL",1,NA,NA,NA,NA,17.75,138,210,"DBH at 135cm",2612,0.099999999999909,17.75,247.449508855409,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3055","PPW1332","C1","TR",2612.2,"AESCAL",1,NA,NA,NA,NA,13.9,138,210,NA,2612,0.199999999999818,13.9,151.746779150021,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3056","PPW1332","C1","TR",2612.3,"AESCAL",1,NA,NA,NA,NA,11.55,138,210,NA,2612,0.300000000000182,11.55,104.774078492628,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3057","PPW1332","C1","TR",2612.4,"AESCAL",1,NA,NA,NA,NA,13.2,138,210,NA,2612,0.400000000000091,13.2,136.847775990371,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3058","PPW1332","C1","TS",2612.5,"AESCAL",1,NA,200,1.64,1,NA,138,210,NA,2612,0.5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3074","PPW1332","D4","SA",2611.1,"UMBCAL",1,NA,172,1.66,2,NA,108,254,NA,2611,0.099999999999909,1.66,2.16424317905801,NA,1,NA,1,NA,NA,NA,2,NA,2013
"3079","PPW1332","D2","TR",2622.1,"AESCAL",1,NA,NA,NA,NA,15.1,30,220,NA,2622,0.099999999999909,15.1,179.078635236252,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3080","PPW1332","D2","TS",2622.2,"AESCAL",1,NA,67,0.98,4,NA,30,220,"IN C2",2622,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3089","PPW1333","A1","TR",3342.1,"UMBCAL",1,NA,NA,NA,NA,2.82,150,377,"CHANGED 'TYPE' TO SA OR TR INSTEAD OF ALL THREE; MFO 20130609",3342,0.099999999999909,2.82,6.24580035460187,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3090","PPW1333","A1","TR",3342.2,"UMBCAL",1,NA,NA,NA,NA,3.82,150,377,"CHANGED 'TYPE' TO SA OR TR INSTEAD OF ALL THREE; MFO 20130610",3342,0.199999999999818,3.82,11.4608441595609,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3115","PPW1333","C1","TR",3372.1,"QUEAGR",1,NA,NA,NA,NA,2.11,89,435,NA,3372,0.099999999999909,2.11,3.49667116326178,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3116","PPW1333","C1","TR",3372.2,"QUEAGR",1,NA,NA,NA,NA,1.59,89,435,NA,3372,0.199999999999818,1.59,1.98556509688509,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3117","PPW1333","C1","TR",3372.3,"QUEAGR",1,NA,NA,NA,NA,1.43,89,435,NA,3372,0.300000000000182,1.43,1.60606070433144,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3118","PPW1333","C1","TR",3372.4,"QUEAGR",1,NA,NA,NA,NA,1.27,89,435,NA,3372,0.400000000000091,1.27,1.26676869774374,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3127","PPW1333","C3","TR",3374.1,"UMBCAL",1,NA,NA,NA,NA,5.49,254,181,NA,3374,0.099999999999909,5.49,23.6719791846154,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3128","PPW1333","C3","TR",3374.2,"UMBCAL",1,NA,NA,NA,NA,5.06,254,181,NA,3374,0.199999999999818,5.06,20.1090204163629,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3129","PPW1333","C3","TS",3374.3,"UMBCAL",1,NA,109,2.16,3,NA,254,181,NA,3374,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3144","PPW1333","D4","TR",3386.1,"QUEAGR",1,NA,NA,NA,NA,13.3,327,93,NA,3386,0.099999999999909,13.3,138.929081123375,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3153","PPW1333","D2","TR",3399.1,"QUEAGR",1,NA,NA,NA,NA,6.66,235,468,NA,3399,0.099999999999909,6.66,34.8368067763919,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3154","PPW1333","D2","TR",3399.2,"QUEAGR",1,NA,NA,NA,NA,3.44,235,468,NA,3399,0.199999999999818,3.44,9.29408770638004,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3159","PPW1334","A2","TR",2634.1,"QUEGAR",0,NA,NA,NA,NA,29.9,54,452,NA,2634,0.099999999999909,29.9,702.153812058953,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3165","PPW1334","B4","TR",2638.1,"QUEGAR",0,NA,NA,NA,NA,19.55,277,94,NA,2638,0.099999999999909,19.55,300.181141545913,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3166","PPW1334","B4","TR",2638.2,"QUEGAR",0,NA,NA,NA,NA,26.1,277,94,NA,2638,0.199999999999818,26.1,535.021082887976,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3168","PPW1334","B3","TR",2639.1,"AESCAL",1,NA,NA,NA,NA,3.59,121,406,NA,2639,0.099999999999909,3.59,10.1222900696827,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3170","PPW1334","B3","TR",2640.1,"QUEGAR",0,NA,NA,NA,NA,27.6,209,37,NA,2640,0.099999999999909,27.6,598.28490494964,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3171","PPW1334","B3","TR",2640.2,"QUEGAR",0,NA,NA,NA,NA,23.8,209,37,NA,2640,0.199999999999818,23.8,444.880935674851,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3187","PPW1334","D1","TR",2655.1,"AESCAL",1,NA,NA,NA,NA,7.4,264,238,NA,2655,0.099999999999909,7.4,43.0084034276443,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3219","PPW1335","D2","TR",2589.1,"AESCAL",1,NA,NA,NA,NA,15.3,298,87,NA,2589,0.099999999999909,15.3,183.853856069709,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3222","PPW1335","D1","TR",2590.1,"AESCAL",1,NA,NA,NA,NA,14.4,200,267,NA,2590,0.099999999999909,14.4,162.860163162095,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3228","PPW1336","A3","TR",2902.1,"QUEGAR",1,NA,NA,NA,NA,30.2,443,93,"DBH at 150cm- WAS QUEAGRI- CHANGED TO MATCH FURRE YRS- MKQC2022",2902,0.099999999999909,30.2,716.314540945009,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3233","PPW1336","A4","TR",2908.1,"QUEAGR",1,NA,NA,NA,NA,2.59,239,477,NA,2908,0.099999999999909,2.59,5.26852941988642,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3235","PPW1336","A4","TR",2910.1,"QUEAGR",1,NA,NA,NA,NA,1.54,360,208,NA,2910,0.099999999999909,1.54,1.86265028431339,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3242","PPW1336","B1","TR",2915.1,"QUEAGR",1,NA,NA,NA,NA,21.5,234,368,NA,2915,0.099999999999909,21.5,363.05030103047,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3245","PPW1336","B1","TR",2917.1,"QUEAGR",1,NA,NA,NA,NA,7.6,370,112,NA,2917,0.099999999999909,7.6,45.3645979178366,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3246","PPW1336","B1","TR",2917.2,"QUEAGR",1,NA,NA,NA,NA,4.1,370,112,NA,2917,0.199999999999818,4.1,13.2025431267111,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3255","PPW1336","C3","TR",2923.1,"QUEAGR",1,NA,NA,NA,NA,27.8,154,414,NA,2923,0.099999999999909,27.8,606.987116600084,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3265","PPW1337","A1","TR",3198.1,"ARBMEN",1,NA,NA,NA,NA,1.19,193,398,NA,3198,0.099999999999909,1.19,1.11220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3266","PPW1337","A1","TS",3198.2,"ARBMEN",1,NA,95,1.3,2,NA,193,398,NA,3198,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3273","PPW1337","A2","TR",3273.1,"UMBCAL",1,NA,NA,NA,NA,1.97,28,447,NA,3273,0.099999999999909,1.97,3.04805173232916,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3274","PPW1337","A2","TS",3273.2,"UMBCAL",1,NA,80,0.73,1,NA,28,447,NA,3273,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3276","PPW1337","A2","TR",3272.1,"ARBMEN",1,NA,NA,NA,NA,1.79,17,494,NA,3272,0.099999999999909,1.79,2.51649425534176,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3277","PPW1337","A2","TR",3272.2,"ARBMEN",1,NA,NA,NA,NA,1.65,17,494,NA,3272,0.199999999999818,1.65,2.13824649984955,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3279","PPW1337","A2","TR",3274.1,"ARBMEN",1,NA,NA,NA,NA,1,458,438,NA,3274,0.099999999999909,1,0.785398163397448,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3281","PPW1337","A3","TR",3268.1,"ARBMEN",1,NA,NA,NA,NA,1.54,1,168,NA,3268,0.099999999999909,1.54,1.86265028431339,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3286","PPW1337","A3","TR",3277.1,"ARBMEN",1,NA,NA,NA,NA,1.31,76,155,NA,3277,0.099999999999909,1.31,1.34782178820636,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3291","PPW1337","A4","TS",3280.1,"ARBMEN",1,NA,139,1.66,2,NA,65,246,NA,3280,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3307","PPW1337","B3","TR",3298.1,"ARBMEN",1,NA,NA,NA,NA,1.79,105,261,NA,3298,0.099999999999909,1.79,2.51649425534176,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3308","PPW1337","B3","TR",3298.2,"ARBMEN",1,NA,NA,NA,NA,1.59,105,261,NA,3298,0.199999999999818,1.59,1.98556509688509,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3310","PPW1337","B3","TS",3295.1,"ARBMEN",1,NA,88,1.26,2,NA,245,220,NA,3295,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3319","PPW1337","B1","TR",3309.1,"ARBMEN",1,NA,NA,NA,NA,10.55,290,265,"Eroded stem",3309,0.099999999999909,10.55,87.4167790815445,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3326","PPW1337","C2","TS",3084.1,"ARBMEN",1,NA,83,1.03,1,NA,235,432,NA,3084,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3357","PPW1338","A2","TR",2509.1,"QUEAGR",1,NA,NA,NA,NA,22.5,431,79,NA,2509,0.099999999999909,22.5,397.607820219958,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3358","PPW1338","A2","TR",2509.2,"QUEAGR",1,NA,NA,NA,NA,37.5,431,79,NA,2509,0.199999999999818,37.5,1104.46616727766,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3359","PPW1338","A2","TR",2509.3,"QUEAGR",1,NA,NA,NA,NA,40.3,431,79,NA,2509,0.300000000000182,40.3,1275.55730319216,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3365","PPW1338","A4","TR",2512.1,"QUEAGR",1,NA,NA,NA,NA,22.15,319,231,NA,2512,0.099999999999909,22.15,385.334010421465,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3370","PPW1338","B1","TR",2517.1,"QUEAGR",1,NA,NA,NA,NA,15.55,300,462,NA,2517,0.099999999999909,15.55,189.911239404911,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3371","PPW1338","B1","TR",2517.2,"QUEAGR",1,NA,NA,NA,NA,24.4,300,462,NA,2517,0.199999999999818,24.4,467.594650560305,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3373","PPW1338","C2","TR",2518.1,"QUEAGR",1,NA,NA,NA,NA,22,57,231,NA,2518,0.099999999999909,22,380.132711084365,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3379","PPW1338","D1","TR",2523.1,"QUEAGR",1,NA,NA,NA,NA,29.9,236,184,"DBH AT 110",2523,0.099999999999909,29.9,702.153812058953,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3399","PPW1339","B4","TR",2543.1,"QUEAGR",1,NA,NA,NA,NA,9.35,104,357,NA,2543,0.099999999999909,9.35,68.6614709396134,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3400","PPW1339","B4","TR",2543.2,"QUEAGR",1,NA,NA,NA,NA,22.75,104,357,NA,2543,0.199999999999818,22.75,406.492636943392,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3408","PPW1339","C1","TR",2551.1,"QUEDOU",0,NA,NA,NA,NA,22.8,440,40,NA,2551,0.099999999999909,22.8,408.28138126053,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3413","PPW1339","C3","TR",2557.1,"QUEAGR",1,NA,NA,NA,NA,26.5,470,32,NA,2557,0.099999999999909,26.5,551.545860245858,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3414","PPW1339","C3","TR",2557.2,"QUEAGR",1,NA,NA,NA,NA,36.95,470,32,NA,2557,0.199999999999818,36.95,1072.30607598194,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3415","PPW1339","C3","TR",2557.3,"QUEAGR",1,NA,NA,NA,NA,33.5,470,32,NA,2557,0.300000000000182,33.5,881.413088872786,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3417","PPW1339","C3","TR",2554.1,"QUEAGR",1,NA,NA,NA,NA,2.64,69,115,NA,2554,0.099999999999909,2.64,5.47391103961486,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3418","PPW1339","C3","TR",2554.2,"QUEAGR",1,NA,NA,NA,NA,1.46,69,115,NA,2554,0.199999999999818,1.46,1.674154725098,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3419","PPW1339","C3","TS",2554.3,"QUEAGR",1,NA,120,1.8,7,NA,69,115,NA,2554,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3422","PPW1339","C3","TR",2556.1,"QUEAGR",1,NA,NA,NA,NA,3.42,81,34,"IN C3",2556,0.099999999999909,3.42,9.18633107836191,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3447","PPW1340","A3","TR",1630.1,"UMBCAL",1,NA,NA,NA,1,8.8,150,430,NA,1630,0.099999999999909,8.8,60.8212337734984,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3448","PPW1340","A3","TR",1630.01,"UMBCAL",1,NA,NA,NA,1,1.18,150,430,"changed .1 with smaller dbh to .01, in field TAG says .10-changing here to match other years -2022 qc MK",1630,0.0099999999999909,1.18,1.09358840271461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3449","PPW1340","A3","TR",1630.11,"UMBCAL",1,NA,NA,NA,1,1.25,150,430,NA,1630,0.1099999999999,1.25,1.22718463030851,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3450","PPW1340","A3","TR",1630.12,"UMBCAL",1,NA,NA,NA,1,1.35,150,430,NA,1630,0.119999999999891,1.35,1.43138815279185,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3451","PPW1340","A3","TR",1630.14,"UMBCAL",1,NA,NA,NA,1,8.8,150,430,NA,1630,0.1400000000001,8.8,60.8212337734984,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3452","PPW1340","A3","TR",1630.15,"UMBCAL",1,NA,NA,NA,1,6.9,150,430,NA,1630,0.150000000000091,6.9,37.3928065593525,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3453","PPW1340","A3","TR",1630.16,"UMBCAL",1,NA,NA,NA,1,8.8,150,430,NA,1630,0.160000000000082,8.8,60.8212337734984,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3454","PPW1340","A3","TR",1630.17,"UMBCAL",1,NA,NA,NA,1,2.58,150,430,"DBH at 120cm",1630,0.170000000000073,2.58,5.22792433483878,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3455","PPW1340","A3","TR",1630.18,"UMBCAL",1,NA,NA,NA,1,3.45,150,430,NA,1630,0.180000000000064,3.45,9.34820163983813,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3456","PPW1340","A3","TR",1630.19,"UMBCAL",1,NA,NA,NA,1,2.22,150,430,NA,1630,0.190000000000055,2.22,3.87075630848798,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3457","PPW1340","A3","TR",1630.02,"UMBCAL",1,NA,NA,NA,1,4.5,150,430,"changed .2 with smaller dbh to .02, in field TAG says .20-changing here to match other years -2022 qc MK",1630,0.0199999999999818,4.5,15.9043128087983,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3458","PPW1340","A3","TR",1630.2,"UMBCAL",1,NA,NA,NA,1,10.2,150,430,NA,1630,0.200000000000045,10.2,81.7128249198705,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3459","PPW1340","A3","TR",1630.21,"UMBCAL",1,NA,NA,NA,1,1.25,150,430,NA,1630,0.210000000000036,1.25,1.22718463030851,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3460","PPW1340","A3","TR",1630.22,"UMBCAL",1,NA,NA,NA,1,1.32,150,430,NA,1630,0.220000000000027,1.32,1.36847775990371,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3461","PPW1340","A3","TS",1630.23,"UMBCAL",1,NA,147,1.45,1,NA,150,430,"POSSIBLY REMOVED 20130617 MFO",1630,0.230000000000018,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3462","PPW1340","A3","TR",1630.24,"UMBCAL",1,NA,NA,NA,1,1.34,150,430,NA,1630,0.240000000000009,1.34,1.41026094219646,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3463","PPW1340","A3","TR",1630.3,"UMBCAL",1,NA,NA,NA,1,14.3,150,430,NA,1630,0.299999999999955,14.3,160.606070433144,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3464","PPW1340","A3","TR",1630.4,"UMBCAL",1,NA,NA,NA,1,2.58,150,430,NA,1630,0.400000000000091,2.58,5.22792433483878,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3465","PPW1340","A3","TR",1630.5,"UMBCAL",1,NA,NA,NA,1,3.76,150,430,NA,1630,0.5,3.76,11.1036450748478,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3466","PPW1340","A3","TR",1630.6,"UMBCAL",1,NA,NA,NA,1,1.8,150,430,NA,1630,0.599999999999909,1.8,2.54469004940773,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3467","PPW1340","A3","TS",1630.7,"UMBCAL",1,NA,175,1.77,1,NA,150,430,NA,1630,0.700000000000045,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3468","PPW1340","A3","TR",1630.9,"UMBCAL",1,NA,NA,NA,NA,4.14,150,430,NA,1630,0.900000000000091,4.14,13.4614103613669,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3472","PPW1340","A3","TR",1633.1,"UMBCAL",1,NA,NA,NA,NA,2.66,16,170,NA,1633,0.099999999999909,2.66,5.55716324493499,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3473","PPW1340","A3","TR",1633.2,"UMBCAL",1,NA,NA,NA,NA,1.3,16,170,NA,1633,0.200000000000045,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3474","PPW1340","A3","TR",1633.3,"UMBCAL",1,NA,NA,NA,NA,1.21,16,170,NA,1633,0.299999999999955,1.21,1.1499014510302,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3475","PPW1340","A3","TR",1633.4,"UMBCAL",1,NA,NA,NA,NA,1.91,16,170,NA,1633,0.400000000000091,1.91,2.86521103989023,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3476","PPW1340","A3","TR",1633.5,"UMBCAL",1,NA,NA,NA,NA,1.24,16,170,NA,1633,0.5,1.24,1.20762821603992,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3477","PPW1340","A3","TR",1633.6,"UMBCAL",1,NA,NA,NA,NA,1.53,16,170,NA,1633,0.599999999999909,1.53,1.83853856069709,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3478","PPW1340","A3","TR",1633.7,"UMBCAL",1,NA,NA,NA,NA,2.05,16,170,NA,1633,0.700000000000045,2.05,3.30063578167778,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3479","PPW1340","A3","TR",1633.8,"UMBCAL",1,NA,NA,NA,NA,2.13,16,170,NA,1633,0.799999999999955,2.13,3.56327292751788,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3480","PPW1340","A3","TR",1633.9,"UMBCAL",1,NA,NA,NA,NA,1.1,16,170,NA,1633,0.900000000000091,1.1,0.950331777710913,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3481","PPW1340","A3","TS",1633.01,"UMBCAL",1,NA,209,2.18,11,NA,16,170,"point 10 in field and other years DB- QC2022MK",1633,0.0099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3490","PPW1340","B2","TR",1642.1,"UMBCAL",1,NA,NA,NA,NA,3.67,395,464,NA,1642,0.099999999999909,3.67,10.5784493229839,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3491","PPW1340","B2","TS",1642.2,"UMBCAL",1,NA,170,4.28,2,NA,395,464,"Broken at 12cm",1642,0.200000000000045,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3510","PPW1340","B1","TR",1660.1,"QUEAGR",1,NA,NA,NA,NA,15.5,480,255,"in plot C1",1660,0.099999999999909,15.5,188.691908756237,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3551","PPW1340","D2","TR",1704.1,"QUEAGR",1,NA,NA,NA,NA,3.03,106,464,NA,1704,0.099999999999909,3.03,7.21066199833563,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3552","PPW1340","D2","TS",1704.2,"QUEAGR",1,NA,61,0.59,NA,NA,106,464,NA,1704,0.200000000000045,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3553","PPW1340","D2","TS",1704.3,"QUEAGR",1,NA,85,0.96,NA,NA,106,464,NA,1704,0.299999999999955,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3578","PPW1341","B1","TR",1972.1,"QUEAGR",1,NA,NA,NA,NA,2.08,394,337,NA,1972,0.099999999999909,2.08,3.39794661412272,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3584","PPW1341","C3","TR",1968.1,"QUEAGR",1,NA,NA,NA,NA,20.3,17,152,NA,1968,0.099999999999909,20.3,323.654729154455,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3609","PPW1342","A2","TR",2301.1,"NOTDEN",1,NA,NA,NA,NA,1.64,186,153,NA,2301,0.099999999999909,1.64,2.11240690027378,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3610","PPW1342","A2","TS",2301.2,"NOTDEN",1,NA,77,0.84,1,NA,186,153,NA,2301,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3626","PPW1342","C3","TS",2317.1,"NOTDEN",1,NA,NA,NA,NA,1.07,291,362,NA,2317,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3651","PPW1342","D3","TR",2342.1,"QUEAGR",1,NA,NA,NA,NA,1.46,381,245,NA,2342,0.099999999999909,1.46,1.674154725098,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3656","PPW1342","D2","TS",2346.1,"QUEAGR",1,NA,94,0.53,11,NA,196,12,NA,2346,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3707","PPW1343","A2","TR",1824.1,"QUEdec",0,NA,NA,NA,NA,10.9,450,30,NA,1824,0.099999999999909,10.9,93.3131557932508,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3791","PPW1343","A4","TR",1866.1,"UMBCAL",1,NA,NA,NA,NA,11.4,485,12,NA,1866,0.099999999999909,11.4,102.070345315132,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3838","PPW1343","B2","TR",2038.1,"PSEMEN",1,NA,NA,NA,NA,1.23,460,425,NA,2038,0.099999999999909,1.23,1.188228881404,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3876","PPW1343","C1","TS",2089.1,"UMBCAL",1,NA,82,1.94,6,NA,315,367,NA,2089,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"4029","PPW1345","A2","TS",2265.1,"HETARB",1,NA,200,2.13,9,NA,447,22,"ONE LG DEAD (NOT COUNTED)",2265,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"4032","PPW1345","A2","TR",2264.1,"HETARB",1,NA,NA,NA,NA,2.39,127,115,NA,2264,0.099999999999909,2.39,4.48627284914256,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4033","PPW1345","A2","TR",2264.2,"HETARB",1,NA,NA,NA,NA,1.74,127,115,NA,2264,0.199999999999818,1.74,2.37787147950211,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4034","PPW1345","A2","TS",2264.3,"HETARB",1,NA,181,2.82,13,NA,127,115,NA,2264,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"4039","PPW1345","A2","TR",2263.1,"HETARB",1,NA,NA,NA,NA,3.39,79,210,NA,2263,0.099999999999909,3.39,9.02587423357981,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4040","PPW1345","A2","TR",2263.2,"HETARB",1,NA,NA,NA,NA,2.05,79,210,NA,2263,0.199999999999818,2.05,3.30063578167778,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4041","PPW1345","A2","TR",2263.3,"HETARB",1,NA,NA,NA,NA,1.6,79,210,NA,2263,0.300000000000182,1.6,2.01061929829747,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4042","PPW1345","A2","TR",2263.4,"HETARB",1,NA,NA,NA,NA,4.48,79,210,NA,2263,0.400000000000091,4.48,15.7632552986521,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4043","PPW1345","A2","TR",2263.5,"HETARB",1,NA,NA,NA,NA,2.11,79,210,NA,2263,0.5,2.11,3.49667116326178,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4044","PPW1345","A2","TR",2263.6,"HETARB",1,NA,NA,NA,NA,3.66,79,210,NA,2263,0.599999999999909,3.66,10.5208796376069,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4045","PPW1345","A2","TR",2263.7,"HETARB",1,NA,NA,NA,NA,2.81,79,210,NA,2263,0.699999999999818,2.81,6.20158243800259,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4051","PPW1345","A2","TR",2273.12,"HETARB",1,NA,NA,NA,NA,1.47,141,363,"changing smaller .1 to .01, then to .12 to match 2018, It represents the 10 tag- qc2022mk",2273,0.119999999999891,1.47,1.69716689128555,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4052","PPW1345","A2","TR",2273.1,"HETARB",1,NA,NA,NA,NA,2.82,141,363,NA,2273,0.099999999999909,2.82,6.24580035460187,NA,1,NA,1,NA,NA,NA,1,NA,2013
"4053","PPW1345","A2","TR",2273.11,"HETARB",1,NA,NA,NA,NA,2.14,141,363,NA,2273,0.110000000000127,2.14,3.59680942909495,NA,1,NA,1,NA,NA,NA,1,NA,2013
