"","X","Plot","Quad","UTM.x","UTM.y","AEA.x","AEA.y","GEO.x","GEO.y","Tubbs.MTBS.RDNBR.30","Tubbs.MTBS.DNBR.30","Tubbs.MTBS.DNBR6.30","Kincade.MTBS.RDNBR.30","Kincade.MTBS.DNBR.30","Kincade.MTBS.DNBR6.30","Tubbs.Tukman.CanDam.10","Tubbs.Clark.RBR.30","Tubbs.BARC.dNBR.20","Tubbs.BARC.dNDVI.5","Tubbs.BARC.dNDVI4.5","Tubbs.BARC.SBS4.5"
"385",385,"PPW1544","B5",522857,4272930,-238098.984211695,68824.8878598143,-122.737492268378,38.6045749457346,-21,-35,0,52,27,1,NA,-11.8677816390991,58,42,0,NA
"386",386,"PPW1544","C1",522877,4272850,-238081.555352454,68744.1546060657,-122.737265203655,38.6038534803159,38,8,0,93,59,1,NA,-0.619240045547485,67,53,0,NA
"387",387,"PPW1544","C2",522877,4272870,-238080.919854411,68764.1793980016,-122.73726454648,38.6040337178119,27,0,0,111,73,2,NA,-0.191049352288246,73,67,0,NA
"388",388,"PPW1544","C3",522877,4272890,-238080.284356176,68784.2041884959,-122.737263889298,38.6042139553024,73,38,0,111,73,2,NA,6.45477151870728,84,74,0,NA
"389",389,"PPW1544","C4",522877,4272910,-238079.648857747,68804.2289775298,-122.73726323211,38.6043941927872,73,38,0,100,69,2,NA,6.45477151870728,77,76,0,NA
"390",390,"PPW1544","C5",522877,4272930,-238079.013359128,68824.2537651183,-122.737262574917,38.6045744302665,-21,-35,0,52,27,1,NA,-11.8677816390991,74,69,0,NA
"391",391,"PPW1544","D1",522897,4272850,-238061.5845059,68743.5205107406,-122.737035512499,38.6038529644102,38,8,0,93,59,1,NA,-0.619240045547485,78,70,0,NA
"392",392,"PPW1544","D2",522897,4272870,-238060.949006423,68763.5453024157,-122.737034854748,38.6040332019029,27,0,0,111,73,2,NA,-0.191049352288246,76,80,0,NA
"393",393,"PPW1544","D3",522896.999999999,4272890,-238060.313506756,68783.5700926324,-122.737034196992,38.60421343939,26,-3,0,82,48,1,NA,20.3504734039307,79,70,0,NA
"394",394,"PPW1544","D4",522897,4272910,-238059.678006896,68803.5948814047,-122.73703353923,38.6043936768716,33,2,0,156,109,2,NA,-0.41814911365509,73,63,0,NA
"395",395,"PPW1544","D5",522897,4272930,-238059.042506844,68823.6196687235,-122.737032881462,38.6045739143476,-41,-49,0,20,2,1,NA,38.335334777832,78,68,0,NA
"396",396,"PPW1544","E1",522917,4272850,-238041.613659627,68742.88641372,-122.736805821347,38.6038524480536,12,-11,0,77,47,1,NA,18.4524555206299,67,55,0,NA
"397",397,"PPW1544","E2",522917,4272870,-238040.978158718,68762.9112051222,-122.736805163023,38.604032685543,26,-3,0,77,47,1,NA,20.3504734039307,43,62,0,NA
"398",398,"PPW1544","E3",522916.999999999,4272890,-238040.342657619,68782.9359950754,-122.736804504692,38.6042129230269,26,-3,0,82,48,1,NA,20.3504734039307,61,47,0,NA
"399",399,"PPW1544","E4",522917,4272910,-238039.707156328,68802.9607835757,-122.736803846355,38.6043931605051,11,-13,0,156,109,2,NA,-13.7658977508545,63,74,0,NA
"400",400,"PPW1544","E5",522917,4272930,-238039.071654843,68822.985570624,-122.736803188012,38.6045733979778,-20,-34,0,31,10,1,NA,-9.42699146270752,73,67,0,NA
"401",401,"PPW1549","A1",526470,4270414,-234571.230756292,66191.1879571583,-122.696093850676,38.5818006728261,572,466,3,33,9,0,61.6858940124512,201.116500854492,112,86,2,2
"402",402,"PPW1549","A2",526470,4270434,-234570.595029095,66211.2128730104,-122.696093091118,38.5819809103611,504,395,3,54,25,0,61.6858940124512,129.447494506836,111,29,1,2
"403",403,"PPW1549","A3",526470,4270454,-234569.959301668,66231.2377874376,-122.696092331554,38.5821611478905,460,360,3,54,25,0,63.7376441955566,132.766647338867,116,91,2,2
"404",404,"PPW1549","A4",526470,4270474,-234569.323574012,66251.2627004399,-122.696091571982,38.5823413854144,460,360,3,28,7,0,63.7376441955566,132.766647338867,120,73,2,2
"405",405,"PPW1549","A5",526470,4270494,-234568.687846128,66271.2876120121,-122.696090812405,38.5825216229326,402,330,3,-11,-24,0,92.7597732543945,112.066329956055,118,60,1,1
"406",406,"PPW1549","B1",526490,4270414,-234551.26013641,66190.5535939657,-122.695864230593,38.5818000763979,572,466,3,33,9,0,61.6858940124512,201.116500854492,121,110,2,2
"407",407,"PPW1549","B2",526490,4270434,-234550.624407807,66210.5785095189,-122.695863470462,38.5819803139291,504,395,3,54,25,0,61.6858940124512,129.447494506836,117,92,2,2
"408",408,"PPW1549","B3",526490,4270454,-234549.988678978,66230.6034236429,-122.695862710323,38.5821605514547,547,443,3,27,6,0,63.7376441955566,139.626495361328,117,61,2,2
"409",409,"PPW1549","B4",526490,4270474,-234549.352949916,66250.6283363425,-122.695861950178,38.5823407889747,621,500,3,-10,-23,0,92.7597732543945,160.886703491211,123,87,2,2
"410",410,"PPW1549","B5",526490,4270494,-234548.717220623,66270.6532476102,-122.695861190026,38.5825210264891,521,417,3,-40,-44,0,92.7597732543945,132.277908325195,120,96,2,2
"411",411,"PPW1549","C1",526509.999999999,4270414,-234531.289516847,66189.9192291023,-122.695634610517,38.5817994795193,467,380,3,33,9,0,61.6858940124512,173.359649658203,125,89,2,2
"412",412,"PPW1549","C2",526510,4270434,-234530.65378684,66209.9441443495,-122.695633849812,38.5819797170466,547,443,3,33,9,0,61.6858940124512,139.626495361328,121,66,1,2
"413",413,"PPW1549","C3",526510,4270454,-234530.018056603,66229.9690581691,-122.6956330891,38.5821599545684,547,443,3,27,6,0,61.6858940124512,139.626495361328,115,92,2,2
"414",414,"PPW1549","C4",526510,4270474,-234529.382326137,66249.9939705683,-122.695632328381,38.5823401920846,621,500,3,-10,-23,0,95.5720901489258,160.886703491211,120,98,2,2
"415",415,"PPW1549","C5",526510,4270494,-234528.746595439,66270.0188815328,-122.695631567655,38.5825204295952,406,314,3,-39,-43,0,95.5720901489258,91.7786178588867,108,73,2,2
"416",416,"PPW1549","D1",526530,4270414,-234511.318897602,66189.2848625686,-122.695404990448,38.5817988821902,467,380,3,33,9,0,61.6858940124512,173.359649658203,120,82,2,2
"417",417,"PPW1549","D2",526530,4270434,-234510.683166189,66209.3097775099,-122.695404229169,38.5819791197137,553,452,3,-9,-22,0,61.6858940124512,149.668029785156,123,78,2,2
"418",418,"PPW1549","D3",526530,4270454,-234510.047434547,66229.3346910309,-122.695403467883,38.5821593572316,621,506,3,-31,-37,0,61.6858940124512,161.91276550293,116,74,2,3
"419",419,"PPW1549","D4",526530,4270474,-234509.411702676,66249.3596031214,-122.69540270659,38.582339594744,651,518,3,-39,-43,0,61.6858940124512,192.66633605957,113,92,2,2
"420",420,"PPW1549","D5",526530,4270494,-234508.775970572,66269.3845137884,-122.695401945291,38.5825198322508,651,518,3,-39,-43,0,61.6858940124512,192.66633605957,109,101,2,2
"421",421,"PPW1549","E1",526550,4270414,-234491.348278674,66188.6504943543,-122.695175370386,38.5817982844106,553,452,3,77,43,0,81.125373840332,149.668029785156,125,95,2,2
"422",422,"PPW1549","E2",526550,4270434,-234490.712545858,66208.6754089994,-122.695174608533,38.5819785219303,553,452,3,-9,-22,0,61.6858940124512,149.668029785156,127,86,2,2
"423",423,"PPW1549","E3",526550,4270454,-234490.076812811,66228.7003222145,-122.695173846673,38.5821587594444,621,506,3,-31,-37,0,61.6858940124512,161.91276550293,123,60,2,2
"424",424,"PPW1549","E4",526550,4270474,-234489.441079533,66248.7252340089,-122.695173084807,38.5823389969529,494,386,3,-67,-63,0,53.7968330383301,154.860336303711,114,66,2,2
"425",425,"PPW1549","E5",526550,4270494,-234488.805346024,66268.7501443713,-122.695172322933,38.5825192344559,494,386,3,36,13,0,53.7968330383301,154.860336303711,114,59,2,2
"426",426,"PPW2152","A1",527335,4269656,-233731.597927192,65404.8053638828,-122.686192511118,38.5749434654245,956,820,4,109,57,0,98.8962554931641,576.975769042969,161,153,3,3
"427",427,"PPW2152","A2",527335,4269676,-233730.962148274,65424.8303203746,-122.686191727007,38.5751237030029,956,820,4,109,57,0,99.2498016357422,576.975769042969,168,146,3,3
"428",428,"PPW2152","A3",527335,4269696,-233730.326369116,65444.8552754521,-122.686190942888,38.5753039405757,918,794,4,84,39,0,99.2498016357422,491.8779296875,159,132,3,3
"429",429,"PPW2152","A4",527334.999999999,4269716,-233729.69058972,65464.8802291118,-122.686190158762,38.575484178143,709,564,3,51,22,0,99.2498016357422,268.107971191406,121,100,2,3
"430",430,"PPW2152","A5",527335,4269736,-233729.054810085,65484.9051813507,-122.686189374629,38.5756644157047,809,669,4,44,13,0,74.8181304931641,314.827117919922,92,45,1,1
"431",431,"PPW2152","B1",527355,4269656,-233711.627374328,65404.1709401575,-122.68596291308,38.5749428496637,956,820,4,158,96,0,96.9677124023438,576.975769042969,174,180,3,3
"432",432,"PPW2152","B2",527355,4269676,-233710.991594013,65424.195896341,-122.685962128395,38.5751230872382,985,853,4,125,68,0,99.2498016357422,670.855895996094,179,163,3,3
"433",433,"PPW2152","B3",527355,4269696,-233710.355813458,65444.2208511108,-122.685961343703,38.5753033248071,961,844,4,133,74,0,99.2498016357422,548.533020019531,176,166,3,3
"434",434,"PPW2152","B4",527354.999999999,4269716,-233709.720032665,65464.2458044589,-122.685960559003,38.5754835623704,809,669,4,133,74,0,99.2498016357422,314.827117919922,147,148,3,3
"435",435,"PPW2152","B5",527355,4269736,-233709.084251634,65484.2707563853,-122.685959774297,38.5756637999281,809,669,4,44,13,0,99.2498016357422,314.827117919922,118,105,3,3
"436",436,"PPW2152","C1",527375,4269656,-233691.65682179,65403.5365147684,-122.685733315049,38.5749422334527,920,797,4,54,21,0,96.7728881835938,652.228271484375,174,162,3,3
"437",437,"PPW2152","C2",527375,4269676,-233691.021040079,65423.561470639,-122.68573252979,38.5751224710232,985,853,4,125,68,0,99.2498016357422,670.855895996094,169,190,3,3
"438",438,"PPW2152","C3",527375,4269696,-233690.385258126,65443.5864251028,-122.685731744524,38.5753027085881,961,844,4,133,74,0,99.2498016357422,548.533020019531,175,164,3,3
"439",439,"PPW2152","C4",527374.999999999,4269716,-233689.749475936,65463.6113781366,-122.685730959251,38.5754829461475,917,811,4,-26,-32,0,99.2498016357422,522.394470214844,155,149,3,3
"440",440,"PPW2152","C5",527375,4269736,-233689.113693507,65483.6363297552,-122.685730173971,38.5756631837012,907,804,4,55,17,0,99.2498016357422,268.418579101562,142,84,3,3
"441",441,"PPW2152","D1",527395,4269656,-233671.686269579,65402.9020877164,-122.685503717025,38.5749416167912,848,706,4,40,11,0,97.1256942749023,597.256042480469,175,195,3,3
"442",442,"PPW2152","D2",527395,4269676,-233671.050486469,65422.9270432768,-122.685502931193,38.5751218543578,963,834,4,99,51,0,96.7728881835938,632.654907226562,168,168,3,3
"443",443,"PPW2152","D3",527395,4269696,-233670.414703122,65442.9519974263,-122.685502145353,38.5753020919188,917,811,4,99,51,0,99.2498016357422,522.394470214844,175,168,3,3
"444",444,"PPW2152","D4",527394.999999999,4269716,-233669.778919534,65462.9769501486,-122.685501359506,38.5754823294741,917,811,4,-26,-32,0,99.2498016357422,522.394470214844,168,164,3,3
"445",445,"PPW2152","D5",527395,4269736,-233669.143135707,65483.0019014585,-122.685500573652,38.575662567024,907,804,4,55,17,0,99.2498016357422,268.418579101562,151,114,3,3
"446",446,"PPW2152","E1",527415,4269656,-233651.715717695,65402.2676589978,-122.685274119008,38.5749409996794,848,706,4,40,11,0,97.1256942749023,597.256042480469,173,153,3,3
"447",447,"PPW2152","E2",527415,4269676,-233651.07993319,65422.2926142551,-122.685273332602,38.575121237242,893,750,4,99,51,0,97.1256942749023,635.978576660156,180,151,3,3
"448",448,"PPW2152","E3",527415,4269696,-233650.444148442,65442.3175680833,-122.685272546189,38.5753014747991,893,750,4,115,62,0,96.7728881835938,635.978576660156,184,171,3,3
"449",449,"PPW2152","E4",527414.999999999,4269716,-233649.808363458,65462.3425204991,-122.685271759768,38.5754817123505,871,761,4,-51,-49,0,96.7728881835938,593.898864746094,178,175,3,3
"450",450,"PPW2152","E5",527415,4269736,-233649.172578233,65482.3674714966,-122.685270973341,38.5756619498963,882,780,4,-51,-49,0,96.7728881835938,364.194458007812,156,130,3,3
